Nama Pos,Kabupaten,Kecamatan,Tanggal,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Ags,Sep,Okt,Nov,Des
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,1,120.0,890.0,50.0,210.0,410.0,110.0,0.0,0.0,0.0,0.0,110.0,170.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,2,520.0,600.0,160.0,520.0,600.0,160.0,30.0,0.0,0.0,0.0,280.0,90.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,3,910.0,310.0,710.0,960.0,490.0,410.0,0.0,0.0,0.0,0.0,310.0,220.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,4,600.0,950.0,650.0,500.0,210.0,150.0,60.0,0.0,0.0,0.0,160.0,370.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,5,250.0,1020.0,910.0,330.0,110.0,40.0,110.0,0.0,0.0,0.0,30.0,510.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,6,150.0,280.0,1100.0,250.0,30.0,0.0,60.0,0.0,0.0,0.0,110.0,690.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,7,600.0,680.0,490.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,120.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,8,710.0,420.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,80.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,9,1010.0,200.0,150.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,170.0,160.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,10,520.0,150.0,110.0,160.0,40.0,80.0,30.0,0.0,0.0,0.0,280.0,30.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,11,150.0,390.0,290.0,20.0,80.0,140.0,90.0,0.0,0.0,0.0,140.0,0.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,12,210.0,1360.0,350.0,80.0,150.0,220.0,10.0,0.0,0.0,0.0,190.0,0.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,13,810.0,160.0,620.0,100.0,210.0,290.0,0.0,0.0,0.0,0.0,420.0,0.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,14,900.0,0.0,890.0,190.0,180.0,110.0,40.0,0.0,0.0,0.0,130.0,0.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,15,280.0,120.0,700.0,290.0,140.0,80.0,50.0,0.0,0.0,70.0,100.0,0.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,16,0.0,800.0,600.0,170.0,200.0,40.0,20.0,0.0,0.0,90.0,170.0,0.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,17,280.0,410.0,490.0,490.0,410.0,0.0,0.0,0.0,0.0,40.0,20.0,550.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,18,490.0,320.0,310.0,850.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,310.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,19,710.0,580.0,360.0,810.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,600.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,20,810.0,990.0,160.0,990.0,170.0,0.0,0.0,0.0,0.0,0.0,410.0,150.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,21,440.0,200.0,80.0,1010.0,80.0,180.0,0.0,0.0,0.0,0.0,150.0,280.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,22,250.0,160.0,0.0,600.0,110.0,410.0,0.0,0.0,0.0,40.0,70.0,110.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,23,100.0,50.0,0.0,400.0,20.0,200.0,0.0,0.0,0.0,90.0,180.0,60.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,24,420.0,260.0,70.0,150.0,0.0,450.0,0.0,0.0,0.0,70.0,290.0,750.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,25,810.0,600.0,110.0,0.0,0.0,180.0,20.0,0.0,0.0,50.0,450.0,810.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,26,550.0,400.0,220.0,30.0,40.0,40.0,0.0,0.0,0.0,110.0,130.0,600.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,27,600.0,160.0,130.0,80.0,80.0,0.0,0.0,0.0,0.0,80.0,180.0,700.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,28,710.0,300.0,180.0,210.0,140.0,20.0,0.0,0.0,0.0,100.0,60.0,410.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,29,960.0,0.0,210.0,130.0,260.0,0.0,0.0,0.0,0.0,110.0,150.0,200.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,30,850.0,0.0,390.0,80.0,160.0,30.0,0.0,0.0,0.0,0.0,30.0,160.0
Lebakbarang Provinsi : Jawa Tengah,Pekalongan,Lebakbarang,31,210.0,0.0,260.0,0.0,90.0,0.0,0.0,0.0,0.0,30.0,0.0,310.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,1,120.0,80.0,440.0,240.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,2,0.0,10.0,1170.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,3,0.0,10.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,4,20.0,0.0,0.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,5,480.0,130.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,6,90.0,150.0,120.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,7,0.0,0.0,0.0,130.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,8,110.0,60.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,9,40.0,150.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,10,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,11,70.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,12,0.0,120.0,0.0,0.0,50.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,13,30.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,14,40.0,30.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,15,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,16,0.0,230.0,0.0,60.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,17,150.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,18,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,19,110.0,160.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PESAYANGAN Provinsi : Jawa Tengah,Tegal,Talang,20,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
